Date,Linalg norm,Name
2020/05/20/15/13/25,0.3185054528236297,Unknown
2020/05/20/15/13/25,0.14280208366547598,Unknown
2020/05/20/15/13/25,0.3052078163390507,Unknown
2020/05/20/15/13/25,0.20047672900907448,Unknown
2020/05/20/15/13/25,0.3279585245956489,Unknown
2020/05/20/15/13/25,0.327729731130578,Unknown
2020/05/20/15/13/25,0.3602565576255984,Unknown
2020/05/20/15/13/25,0.3618464546809401,Unknown
2020/05/20/15/13/25,0.2822585570502202,Unknown
2020/05/20/15/13/25,0.374402048350092,Unknown
2020/05/20/15/13/25,0.22601395685791115,Unknown
2020/05/20/15/13/25,0.3640789271618867,Unknown
2020/05/20/15/13/25,0.32439181835706965,Unknown
2020/05/20/15/13/25,0.27534634132904656,Unknown
2020/05/20/15/13/33,0.272623613501046,Unknown
2020/05/20/15/13/33,0.22527410021169805,Unknown
2020/05/20/15/13/33,0.29452298623275697,Unknown
2020/05/20/15/13/33,0.26139357765643856,Unknown
2020/05/20/15/13/33,0.32761711901541113,Unknown
2020/05/20/15/13/33,0.2543609789196617,Unknown
2020/05/20/15/13/33,0.2661918039953961,Unknown
2020/05/20/15/13/33,0.3402568387599555,Unknown
2020/05/20/15/13/33,0.3445737490336319,Unknown
2020/05/20/15/13/33,0.2190598562885505,Unknown
2020/05/20/15/13/33,0.25867552588104625,Unknown
2020/05/20/15/13/33,0.3688034627626257,Unknown
2020/05/20/15/13/33,0.30518334213880804,Unknown
2020/05/20/15/13/33,0.3849811230460657,Unknown
2020/05/20/15/13/33,0.3658231135006213,Unknown
2020/05/20/15/13/33,0.4075283711599788,AllThingsEka
2020/05/20/15/13/33,0.277292322245014,Unknown
2020/05/20/15/13/33,0.3984044216869185,Unknown
2020/05/20/15/13/33,0.20696836081432604,Unknown
2020/05/20/15/13/33,0.2900490780555017,Unknown
2020/05/20/15/13/33,0.33695551528996115,Unknown
2020/05/20/15/13/33,0.2931497928980851,Unknown
2020/05/20/15/13/33,0.18365590243978944,Unknown
2020/05/20/15/13/33,0.2961336169055945,Unknown
2020/05/20/15/13/34,0.5757882846163243,Rasmus
2020/05/20/15/13/34,0.5000359991881903,Rasmus
2020/05/20/15/13/36,0.5204615158956762,Rasmus
2020/05/20/15/13/36,0.6625973289911021,Rasmus
2020/05/20/15/13/36,0.6560506564926216,Rasmus
2020/05/20/15/13/37,0.6595339214118614,Rasmus
2020/05/20/15/13/37,0.6864497485124321,Rasmus
2020/05/20/15/13/38,0.6697138029782654,Rasmus
2020/05/20/15/13/38,0.6735258021603011,Rasmus
2020/05/20/15/13/39,0.6618929896308271,Rasmus
2020/05/20/15/13/43,0.4287555452725914,Rasmus
2020/05/21/13/37/09,0.3502012672332083,Unknown
2020/05/21/13/37/10,0.3705708668259837,Unknown
2020/05/21/13/37/11,0.3427383193363015,Unknown
2020/05/21/13/37/12,0.38785760902779975,Unknown
2020/05/21/13/37/12,0.5083682550412498,Lukas
2020/05/21/13/37/13,0.5519533491223572,Lukas
2020/05/21/13/37/14,0.5470970011238547,Lukas
2020/05/21/13/37/14,0.5210085938396594,Lukas
2020/05/21/13/37/15,0.5163883803774598,Lukas
2020/05/21/13/37/16,0.5191806692421389,Lukas
2020/05/21/13/37/16,0.5265713811636763,Lukas
2020/05/21/13/37/17,0.5279434716575928,Lukas
2020/05/21/13/37/18,0.5544809809244342,Lukas
2020/05/21/13/37/18,0.50587387991338,Lukas
2020/05/21/13/37/19,0.5446940237955785,Lukas
2020/05/21/13/37/20,0.5494545215206555,Lukas
2020/05/21/13/37/21,0.5270113927765565,Lukas
2020/05/21/13/37/21,0.5367652949566133,Lukas
2020/05/21/13/37/22,0.5134440290843485,Lukas
2020/05/21/13/37/23,0.4625939257101789,Lukas
2020/05/21/13/37/23,0.4590783387130397,Lukas
2020/05/21/13/37/24,0.4840476406790565,Lukas
2020/05/21/13/37/25,0.5445752211214439,Lukas
2020/05/21/13/37/26,0.5538737430140408,Lukas
2020/05/21/13/37/26,0.5560295462145167,Lukas
2020/05/21/13/37/27,0.5121353379205942,Lukas
2020/05/21/13/37/28,0.5322402386921438,Lukas
2020/05/21/13/37/28,0.5234325571041785,Lukas
2020/05/21/13/37/31,0.5562168980340259,Lukas
2020/05/21/13/37/31,0.5329234122918856,Lukas
2020/05/21/13/37/32,0.5845505174326522,Lukas
2020/05/21/13/37/33,0.5748349693140817,Lukas
2020/05/21/13/37/34,0.5303029355208663,Lukas
2020/05/21/13/37/34,0.5332891827362465,Lukas
2020/05/21/13/37/35,0.5562940168198109,Lukas
2020/05/21/13/37/36,0.5266390707652278,Lukas
2020/05/21/13/37/37,0.536654960492484,Lukas
2020/05/21/13/37/37,0.5793160484019491,Lukas
2020/05/21/13/37/38,0.5400362967245357,Lukas
2020/05/21/13/37/39,0.507568868953753,Lukas
2020/05/21/13/37/39,0.4975766189307352,Lukas
2020/05/21/13/37/40,0.4813984679750748,Lukas
2020/05/21/13/37/41,0.4575639760406757,Lukas
2020/05/21/13/37/41,0.5037151985265104,Lukas
2020/05/21/13/37/42,0.5239913042781548,Lukas
2020/05/21/13/37/43,0.5195896668644935,Lukas
2020/05/21/13/37/44,0.5359771549579675,Lukas
2020/05/21/13/37/44,0.5438988194320719,Lukas
2020/05/21/13/37/45,0.5683985551845304,Lukas
2020/05/21/13/37/46,0.5627079923291433,Lukas
2020/05/21/13/37/46,0.5427602695960807,Lukas
2020/05/21/13/37/47,0.5719508383782017,Lukas
2020/05/21/13/37/48,0.5797677308258264,Lukas
2020/05/21/13/37/48,0.5804415206298055,Lukas
2020/05/21/13/37/49,0.5733306708773809,Lukas
2020/05/21/13/37/50,0.581130564989111,Lukas
2020/05/21/13/37/50,0.5595040500023695,Lukas
2020/05/21/13/37/51,0.5116389002165362,Lukas
2020/05/21/13/37/52,0.5037643820196027,Lukas
2020/05/21/13/37/53,0.5079126771332938,Lukas
2020/05/21/13/37/53,0.5031293060668902,Lukas
2020/05/21/13/37/54,0.5075124235274258,Lukas
2020/05/21/13/37/55,0.4963319005801749,Lukas
2020/05/21/13/37/55,0.5658498423078555,Lukas
2020/05/21/13/37/56,0.5372240344684536,Lukas
2020/05/21/13/37/57,0.5355205631058252,Lukas
2020/05/21/13/37/57,0.5405493841830253,Lukas
2020/05/21/13/37/58,0.5679172794875784,Lukas
2020/05/21/13/37/59,0.5099360216043132,Lukas
2020/05/21/13/37/59,0.5032704444040116,Lukas
2020/05/21/13/38/00,0.4932528411425152,Lukas
2020/05/21/13/38/01,0.4910269961855902,Lukas
2020/05/21/13/38/02,0.5109647619937894,Lukas
2020/05/21/13/38/02,0.4968554323117237,Lukas
2020/05/21/13/38/03,0.5163078073982548,Lukas
2020/05/21/13/38/04,0.4927828603362452,Lukas
2020/05/21/13/38/04,0.4927353353189882,Lukas
2020/05/21/13/38/05,0.5093415406743408,Lukas
2020/05/21/13/38/06,0.5850809193503771,Lukas
2020/05/21/13/38/06,0.5603444214621961,Lukas
2020/05/21/13/38/07,0.5468697917587542,Lukas
2020/05/21/13/38/08,0.4875333354800484,Lukas
2020/05/21/13/38/09,0.5121081864463961,Lukas
2020/05/21/13/38/09,0.4814279565692249,Lukas
2020/05/21/13/38/10,0.5441860606797795,Lukas
2020/05/21/13/38/11,0.5278542814763939,Lukas
2020/05/22/12/14/39,0.5663348334182301,Lukas
2020/05/22/12/14/40,0.6783182522302713,Lukas
2020/05/22/12/14/40,0.6669681420222775,Lukas
2020/05/22/12/14/41,0.6157823184957572,Lukas
2020/05/22/12/14/42,0.7012638827436393,Lukas
2020/05/22/12/14/43,0.6546433697369902,Lukas
2020/05/22/12/14/43,0.6395027599045309,Lukas
2020/05/22/12/14/44,0.5944063265305525,Lukas
